,age,gender,VCF0346,VCF0347,VCF0361,VCF0373,VCF0380,VCF0724,VCF0729,VCF0878,VCF0204,VCF0207,VCF0210,VCF0217,VCF0218,VCF0219,VCF0223,VCF0227_dk,VCF0228_dk,VCF0231_dk,VCF0231,VCF0232_dk,VCF0234_dk,VCF0290,VCF0413_dk,VCF0414_dk,VCF0414,VCF0415_dk,VCF0424_dk,VCF0425,VCF0426,VCF0427,VCF0428,VCF0429,VCF0906,VCF0909,VCF9005,VCF9057,VCF0649,VCF0801_dk,VCF0114_r2,VCF0504,VCF0542,VCF0550_dk,VCF0803,VCF9081_dk,VCF9084_dk,VCF9095_dk,VCF0886_dk,VCF0894_dk,VCF0852_dk,VCF0854_dk,VCF9014,VCF9015,VCF9016,VCF9017,VCF9039,VCF9041_dk,VCF9042_dk,VCF0140a,VCF0130,VCF0451,VCF0604,VCF0606_dk,VCF0838_dk,VCF0847,VCF0850,VCF0881_dk,VCF9009_dk,VCF9045_dk,VCF0105a_oh2,VCF0105a_oh4,VCF0105a_oh6,VCF0107_oh2,VCF0107_oh4,VCF0112_oh3,VCF0128_oh2,VCF0128_oh3,VCF0147_oh3,VCF0149_oh1,VCF0149_oh3,VCF0302_oh2,VCF0302_oh4,VCF0302_oh5,VCF0823_oh3,VCF1004_oh1,VCF9131_oh3,VCF0206_int,VCF0209_int,VCF0210_int,VCF0211_int,VCF0212_int,VCF0217_int,VCF0253_int,VCF0471_int,VCF0907_int,VCF0908_int,VCF9056_int,VCF0649_int,VCF0656_int,VCF0604_int,VCF0605_int,VCF0880a_int,year,VCF0702
3858,59.0,0,1.0,1.0,0.0,1.0,1.0,,0.0,1.0,30.0,50.0,50.0,50.0,50.0,50.0,50.0,False,False,False,30.0,False,False,40.0,False,True,,True,False,,50.0,40.0,40.0,,60.0,60.0,30.0,,50.0,False,67.0,7.0,,False,2.0,False,False,False,False,False,False,False,2.0,4.0,4.0,2.0,4.0,False,False,5.0,5.0,1.0,,False,False,0.0,3.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,2008,1
3859,79.0,1,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,85.0,85.0,60.0,70.0,60.0,85.0,70.0,False,False,False,70.0,False,False,50.0,False,True,,True,False,,40.0,-0.0,-0.0,,70.0,70.0,85.0,,100.0,False,,6.0,,False,4.0,False,True,False,False,False,False,False,3.0,3.0,2.0,3.0,2.0,False,False,6.0,1.0,1.0,,False,False,3.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,2008,0
3860,55.0,1,1.0,0.0,0.0,0.0,,,0.0,1.0,85.0,70.0,85.0,85.0,95.0,70.0,60.0,False,False,False,85.0,False,False,45.0,False,False,-0.0,False,False,-0.0,-0.0,-0.0,-0.0,,70.0,70.0,60.0,,100.0,False,33.0,,,False,4.0,False,False,False,False,False,False,False,5.0,1.0,5.0,4.0,4.0,False,False,2.0,5.0,1.0,,False,False,3.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,2008,1
3861,49.0,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,70.0,70.0,60.0,70.0,50.0,65.0,70.0,False,False,False,60.0,False,True,50.0,False,False,60.0,False,False,70.0,60.0,50.0,30.0,,60.0,60.0,60.0,,100.0,False,95.0,6.0,,False,3.0,False,False,False,False,False,False,False,4.0,4.0,2.0,3.0,5.0,False,False,6.0,1.0,1.0,3.0,False,False,3.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,2008,0
3862,30.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,60.0,60.0,60.0,50.0,60.0,60.0,False,False,False,40.0,False,False,55.0,False,False,55.0,False,False,50.0,60.0,60.0,-0.0,,60.0,60.0,60.0,,50.0,False,67.0,1.0,,False,5.0,False,False,False,False,False,False,False,4.0,3.0,5.0,2.0,2.0,False,False,3.0,3.0,1.0,2.0,False,False,3.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,1
3863,23.0,1,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,85.0,70.0,70.0,70.0,70.0,95.0,85.0,False,False,False,40.0,False,True,55.0,False,True,,True,False,,50.0,50.0,-0.0,,,,50.0,,100.0,False,33.0,,,False,5.0,False,False,False,False,False,False,False,4.0,2.0,5.0,4.0,5.0,False,False,2.0,2.0,1.0,,False,False,3.0,1.0,False,False,False,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,2008,1
3864,37.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,40.0,60.0,40.0,40.0,70.0,60.0,40.0,False,False,False,40.0,False,False,65.0,False,True,,True,False,,85.0,,15.0,,60.0,60.0,60.0,,100.0,False,67.0,6.0,,False,3.0,False,False,False,False,False,False,False,5.0,4.0,2.0,4.0,2.0,False,False,7.0,5.0,2.0,3.0,False,False,0.0,2.0,False,False,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,2008,0
3865,26.0,0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,85.0,85.0,50.0,85.0,60.0,85.0,85.0,False,False,False,40.0,False,False,55.0,False,False,30.0,False,False,30.0,40.0,30.0,15.0,,50.0,50.0,70.0,,50.0,False,67.0,6.0,,False,3.0,False,False,False,False,False,False,False,5.0,1.0,5.0,1.0,2.0,False,False,5.0,1.0,1.0,,False,False,3.0,1.0,False,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,2008,0
3866,24.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,85.0,85.0,70.0,55.0,60.0,95.0,False,False,False,30.0,False,False,55.0,False,False,50.0,False,False,50.0,15.0,50.0,15.0,,,,50.0,,50.0,False,16.0,5.0,,False,4.0,False,True,False,False,False,False,False,4.0,2.0,4.0,4.0,2.0,False,False,3.0,3.0,1.0,2.0,False,False,2.0,2.0,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,1
3867,80.0,0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,85.0,85.0,95.0,70.0,95.0,85.0,85.0,False,False,False,-0.0,False,False,55.0,False,False,90.0,False,False,85.0,40.0,95.0,-0.0,,95.0,95.0,70.0,,100.0,False,33.0,3.0,,False,4.0,False,False,False,False,False,False,False,1.0,1.0,1.0,1.0,1.0,False,False,1.0,1.0,1.0,,False,False,3.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
3868,48.38830808619586,1,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,85.0,70.0,85.0,85.0,15.0,85.0,85.0,False,False,False,60.0,False,False,40.0,False,False,70.0,False,False,60.0,70.0,85.0,70.0,,50.0,50.0,60.0,,50.0,False,67.0,5.0,,False,6.0,False,False,False,False,False,False,False,2.0,4.0,4.0,2.0,4.0,False,False,5.0,1.0,3.0,,False,False,3.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
3869,74.0,1,1.0,0.0,1.0,1.0,0.0,,1.0,0.0,60.0,85.0,50.0,70.0,60.0,95.0,60.0,False,False,False,70.0,False,False,60.0,False,False,70.0,False,False,85.0,70.0,60.0,30.0,,,,85.0,,100.0,False,95.0,4.0,,False,6.0,False,False,False,False,False,False,False,4.0,4.0,3.0,3.0,2.0,False,False,5.0,1.0,1.0,,False,False,3.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
3870,80.0,0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,95.0,95.0,95.0,50.0,70.0,95.0,95.0,False,False,False,60.0,False,False,35.0,False,False,50.0,False,False,50.0,30.0,50.0,30.0,,,,,,100.0,False,16.0,1.0,,False,4.0,False,False,False,False,False,False,False,2.0,4.0,5.0,4.0,2.0,False,False,3.0,1.0,2.0,,False,False,2.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
3871,42.0,0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,50.0,50.0,70.0,50.0,50.0,70.0,50.0,False,False,False,30.0,False,False,50.0,False,False,55.0,False,False,50.0,50.0,60.0,60.0,,,,60.0,,50.0,False,33.0,4.0,,False,4.0,False,False,False,False,False,False,False,3.0,2.0,2.0,3.0,5.0,False,False,3.0,5.0,2.0,,False,False,0.0,3.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
3872,37.0,1,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,50.0,50.0,50.0,50.0,90.0,50.0,50.0,False,False,False,50.0,False,False,45.0,False,True,,True,False,85.0,-0.0,,-0.0,,,,50.0,,100.0,False,67.0,7.0,,False,2.0,False,False,False,False,False,False,False,3.0,3.0,4.0,3.0,4.0,False,False,5.0,5.0,2.0,,False,False,0.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
3873,19.0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,70.0,60.0,50.0,50.0,60.0,70.0,60.0,False,False,False,60.0,False,False,50.0,False,True,,True,False,,50.0,,40.0,,50.0,50.0,60.0,,100.0,False,16.0,3.0,,False,4.0,False,False,False,False,False,False,False,2.0,2.0,4.0,1.0,2.0,False,False,3.0,4.0,3.0,4.0,False,False,1.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
3874,31.0,1,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,50.0,50.0,50.0,50.0,60.0,60.0,50.0,False,False,False,40.0,False,False,55.0,False,False,50.0,False,False,50.0,50.0,50.0,15.0,,50.0,50.0,50.0,,50.0,False,67.0,4.0,,False,4.0,False,False,False,False,False,False,False,3.0,4.0,3.0,2.0,4.0,False,False,5.0,3.0,1.0,,False,False,2.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
3875,49.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,95.0,95.0,70.0,95.0,95.0,70.0,False,False,False,-0.0,False,False,45.0,False,False,45.0,False,False,95.0,-0.0,-0.0,-0.0,,50.0,50.0,50.0,,100.0,False,67.0,7.0,,False,1.0,False,False,False,False,False,False,False,4.0,4.0,5.0,4.0,3.0,False,False,3.0,4.0,1.0,2.0,False,False,0.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
3876,70.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,50.0,50.0,50.0,-0.0,50.0,60.0,False,False,False,-0.0,False,False,25.0,False,True,,True,False,,50.0,60.0,50.0,,,,50.0,,50.0,False,33.0,4.0,,False,4.0,True,True,True,False,False,False,False,2.0,2.0,3.0,1.0,2.0,False,False,3.0,5.0,1.0,2.0,False,False,0.0,3.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
3877,88.0,0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,85.0,95.0,60.0,70.0,85.0,85.0,85.0,False,False,False,60.0,False,False,55.0,False,False,60.0,False,False,60.0,50.0,60.0,30.0,,,,70.0,,100.0,False,67.0,6.0,,False,2.0,False,False,False,False,False,False,False,5.0,2.0,2.0,2.0,2.0,False,False,5.0,3.0,1.0,,False,False,0.0,3.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
3878,69.0,1,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,95.0,70.0,60.0,70.0,70.0,85.0,85.0,False,False,False,60.0,False,False,65.0,False,False,55.0,False,False,50.0,60.0,60.0,60.0,,50.0,50.0,70.0,,100.0,False,95.0,6.0,,False,5.0,False,False,False,False,False,False,False,3.0,4.0,3.0,3.0,4.0,False,False,3.0,1.0,,,False,False,3.0,1.0,True,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
3879,55.0,0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,85.0,85.0,40.0,85.0,60.0,85.0,85.0,False,False,False,40.0,False,False,45.0,False,False,50.0,False,False,60.0,30.0,40.0,15.0,,50.0,50.0,40.0,,50.0,False,95.0,6.0,,False,2.0,False,False,False,False,False,False,False,5.0,2.0,5.0,5.0,2.0,False,False,6.0,5.0,1.0,,False,False,0.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
3880,68.0,0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,95.0,10.0,15.0,85.0,95.0,70.0,95.0,False,False,False,60.0,False,False,60.0,False,False,45.0,False,False,95.0,30.0,-0.0,30.0,,-0.0,-0.0,60.0,,-0.0,False,33.0,2.0,,False,4.0,False,False,False,False,False,False,False,4.0,4.0,4.0,4.0,3.0,False,False,3.0,1.0,1.0,2.0,False,False,3.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
3881,34.0,1,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,60.0,60.0,50.0,50.0,70.0,50.0,60.0,False,False,False,50.0,False,False,60.0,False,False,65.0,False,False,60.0,50.0,70.0,40.0,,,,50.0,,-0.0,False,33.0,6.0,,False,4.0,False,False,False,False,False,False,False,1.0,1.0,2.0,1.0,3.0,False,False,3.0,5.0,2.0,,False,False,0.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
3882,28.0,0,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,50.0,50.0,50.0,55.0,40.0,60.0,50.0,False,False,False,45.0,False,False,35.0,False,False,45.0,False,False,50.0,50.0,40.0,30.0,,,,70.0,,50.0,False,33.0,6.0,,False,3.0,False,False,False,False,False,False,False,3.0,3.0,3.0,2.0,3.0,False,False,3.0,5.0,2.0,,False,False,3.0,3.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,1
3883,39.0,0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,60.0,60.0,60.0,50.0,60.0,70.0,60.0,False,False,False,30.0,False,False,35.0,False,False,55.0,False,False,60.0,60.0,50.0,-0.0,,50.0,50.0,60.0,,50.0,False,67.0,7.0,,False,4.0,False,False,False,False,False,False,False,3.0,2.0,5.0,2.0,4.0,False,False,5.0,5.0,1.0,,False,False,1.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
3884,64.0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,50.0,50.0,40.0,50.0,40.0,60.0,50.0,False,False,False,40.0,False,False,40.0,True,False,55.0,False,True,60.0,50.0,50.0,30.0,,,,40.0,,50.0,False,100.0,6.0,,False,6.0,False,False,False,False,False,False,False,2.0,5.0,3.0,2.0,3.0,False,False,3.0,1.0,1.0,2.0,False,False,3.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,0
3885,34.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,50.0,50.0,50.0,70.0,50.0,50.0,False,False,False,50.0,False,False,35.0,True,True,,True,False,,,,30.0,,,,50.0,,,False,16.0,7.0,,False,4.0,False,True,False,False,False,False,False,3.0,3.0,3.0,3.0,1.0,False,False,2.0,5.0,3.0,,True,False,3.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2008,1
3886,79.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,70.0,-0.0,80.0,5.0,95.0,70.0,70.0,False,False,False,85.0,False,False,45.0,False,False,45.0,False,False,95.0,-0.0,-0.0,95.0,95.0,,,70.0,,100.0,False,33.0,7.0,1.0,False,1.0,False,False,False,False,False,False,False,5.0,1.0,5.0,5.0,1.0,False,False,1.0,5.0,4.0,,False,False,3.0,2.0,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2012,0
3887,72.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,95.0,85.0,85.0,70.0,95.0,95.0,95.0,False,False,False,95.0,False,True,45.0,False,False,50.0,False,False,95.0,-0.0,5.0,95.0,95.0,,,85.0,,100.0,False,16.0,,1.0,False,4.0,False,False,False,False,False,False,False,4.0,2.0,4.0,5.0,5.0,False,False,5.0,1.0,4.0,,False,False,3.0,1.0,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2012,0
3888,54.0,1,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,85.0,,85.0,,95.0,95.0,95.0,False,False,False,60.0,False,False,90.0,False,False,,False,False,,,,95.0,,,,60.0,,100.0,False,16.0,4.0,4.0,False,4.0,True,False,False,False,False,False,False,3.0,1.0,2.0,1.0,1.0,False,False,5.0,5.0,4.0,2.0,False,False,3.0,2.0,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2012,0
3889,35.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,85.0,85.0,60.0,95.0,70.0,95.0,60.0,False,False,False,70.0,False,False,55.0,False,False,60.0,False,False,70.0,60.0,50.0,95.0,70.0,,,70.0,,100.0,False,67.0,7.0,3.0,False,2.0,False,False,False,False,False,False,False,5.0,3.0,4.0,5.0,1.0,False,False,3.0,5.0,4.0,,False,False,0.0,3.0,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2012,0
3890,80.0,0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,35.0,40.0,45.0,45.0,95.0,50.0,75.0,False,False,False,25.0,False,False,55.0,False,False,,False,False,,15.0,,95.0,,,,25.0,,,False,16.0,,,True,4.0,True,True,True,False,False,False,False,1.0,2.0,2.0,2.0,3.0,False,False,1.0,5.0,4.0,,True,True,1.0,3.0,False,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,2012,1
3891,50.0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,70.0,,70.0,,95.0,70.0,30.0,False,False,False,85.0,False,False,55.0,False,False,,False,False,85.0,15.0,,95.0,85.0,,,60.0,,50.0,False,16.0,2.0,5.0,False,4.0,False,False,False,False,False,False,False,1.0,1.0,1.0,1.0,1.0,False,False,2.0,2.0,4.0,,False,False,2.0,1.0,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2012,0
3892,70.0,1,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,95.0,95.0,85.0,95.0,95.0,95.0,85.0,False,False,False,95.0,False,False,70.0,False,False,,False,False,40.0,-0.0,,95.0,40.0,,,95.0,,100.0,False,16.0,,,False,4.0,False,False,False,False,False,False,False,2.0,2.0,2.0,1.0,5.0,False,False,2.0,3.0,4.0,,False,False,3.0,1.0,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,2012,1
3893,22.0,1,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,50.0,70.0,70.0,50.0,60.0,50.0,50.0,False,False,False,40.0,False,False,55.0,False,False,,False,False,,50.0,,85.0,,,,50.0,,-0.0,False,67.0,6.0,3.0,False,4.0,False,False,False,False,False,False,False,4.0,2.0,5.0,4.0,4.0,False,False,6.0,2.0,4.0,,False,False,3.0,2.0,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2012,0
3894,49.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,60.0,50.0,40.0,50.0,50.0,70.0,50.0,False,False,False,60.0,False,False,55.0,False,False,60.0,False,False,50.0,60.0,70.0,40.0,50.0,,50.0,70.0,40.0,100.0,False,33.0,5.0,3.0,False,6.0,False,False,False,False,False,False,False,4.0,2.0,4.0,4.0,4.0,False,False,7.0,1.0,2.0,,False,False,0.0,3.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2012,0
3895,48.38830808619586,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,85.0,50.0,70.0,60.0,30.0,85.0,70.0,False,False,False,30.0,False,False,20.0,False,False,55.0,False,False,50.0,30.0,60.0,40.0,50.0,50.0,50.0,40.0,50.0,-0.0,False,100.0,7.0,1.0,False,4.0,False,False,False,False,False,False,False,1.0,5.0,4.0,1.0,5.0,False,False,6.0,3.0,3.0,2.0,False,False,0.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2012,0
3896,47.0,0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,50.0,50.0,45.0,50.0,50.0,85.0,85.0,False,False,False,40.0,False,False,50.0,False,False,55.0,False,False,30.0,70.0,85.0,40.0,30.0,,60.0,60.0,60.0,50.0,False,100.0,6.0,4.0,True,5.0,True,False,True,False,False,False,False,1.0,2.0,4.0,3.0,4.0,False,False,7.0,5.0,3.0,2.0,False,False,0.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2012,1
3897,64.0,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,50.0,50.0,60.0,70.0,70.0,85.0,70.0,False,False,False,70.0,False,False,50.0,False,False,30.0,False,False,50.0,30.0,15.0,60.0,50.0,,70.0,60.0,15.0,50.0,False,95.0,7.0,2.0,False,3.0,False,False,False,False,False,False,False,4.0,4.0,4.0,4.0,4.0,False,False,5.0,1.0,3.0,3.0,False,False,3.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2012,0
3898,56.0,1,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,50.0,50.0,50.0,85.0,30.0,60.0,60.0,False,False,False,50.0,False,False,20.0,False,False,15.0,False,False,15.0,30.0,15.0,30.0,15.0,,15.0,50.0,50.0,50.0,False,67.0,4.0,3.0,False,4.0,False,False,False,False,False,False,False,4.0,4.0,2.0,3.0,5.0,False,False,5.0,4.0,3.0,2.0,False,False,1.0,3.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2012,1
3899,59.0,1,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,85.0,85.0,-0.0,85.0,-0.0,85.0,50.0,False,False,False,15.0,False,False,30.0,False,False,45.0,False,False,-0.0,85.0,95.0,15.0,-0.0,,70.0,30.0,85.0,-0.0,False,95.0,7.0,1.0,False,6.0,False,False,False,False,False,False,False,2.0,5.0,1.0,1.0,4.0,False,False,6.0,4.0,1.0,,False,False,2.0,2.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2012,0
3900,61.0,0,1.0,0.0,0.0,1.0,1.0,1.0,,0.0,50.0,50.0,15.0,50.0,15.0,50.0,50.0,False,False,False,15.0,False,False,35.0,False,False,35.0,False,False,-0.0,60.0,70.0,-0.0,-0.0,,50.0,50.0,60.0,50.0,False,16.0,6.0,2.0,False,6.0,False,False,False,False,False,False,False,,4.0,,,4.0,False,False,7.0,5.0,1.0,2.0,False,False,2.0,1.0,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,2012,0
